"scenario","area","period","age","sex","education","ratio","age_group","period_min","period_max"
"SSP1","Zambia","2065-2070","65--69",1,1,0.795,14,2065,2070
"SSP1","Zambia","2070-2075","65--69",1,1,0.797,14,2070,2075
"SSP1","Zambia","2015-2020","70--74",1,1,0.706,15,2015,2020
"SSP1","Zambia","2020-2025","70--74",1,1,0.741,15,2020,2025
"SSP1","Zambia","2025-2030","70--74",1,1,0.75,15,2025,2030
"SSP1","Zambia","2030-2035","70--74",1,1,0.759,15,2030,2035
"SSP1","Zambia","2035-2040","70--74",1,1,0.768,15,2035,2040
"SSP1","Zambia","2040-2045","70--74",1,1,0.78,15,2040,2045
"SSP1","Zambia","2045-2050","70--74",1,1,0.792,15,2045,2050
"SSP1","Zambia","2050-2055","70--74",1,1,0.802,15,2050,2055
"SSP1","Zambia","2055-2060","70--74",1,1,0.813,15,2055,2060
"SSP1","Zambia","2060-2065","70--74",1,1,0.708,15,2060,2065
"SSP1","Zambia","2065-2070","70--74",1,1,0.71,15,2065,2070
"SSP1","Zambia","2070-2075","70--74",1,1,0.712,15,2070,2075
"SSP1","Zambia","2015-2020","75--79",1,1,0.588,16,2015,2020
"SSP1","Zambia","2020-2025","75--79",1,1,0.628,16,2020,2025
"SSP1","Zambia","2025-2030","75--79",1,1,0.639,16,2025,2030
"SSP1","Zambia","2030-2035","75--79",1,1,0.651,16,2030,2035
"SSP1","Zambia","2035-2040","75--79",1,1,0.665,16,2035,2040
"SSP1","Zambia","2040-2045","75--79",1,1,0.681,16,2040,2045
"SSP1","Zambia","2045-2050","75--79",1,1,0.696,16,2045,2050
"SSP1","Zambia","2050-2055","75--79",1,1,0.709,16,2050,2055
"SSP1","Zambia","2055-2060","75--79",1,1,0.722,16,2055,2060
"SSP1","Zambia","2060-2065","75--79",1,1,0.591,16,2060,2065
"SSP1","Zambia","2065-2070","75--79",1,1,0.593,16,2065,2070
"SSP1","Zambia","2070-2075","75--79",1,1,0.596,16,2070,2075
"SSP1","Zambia","2015-2020","80--84",1,1,0.44,17,2015,2020
"SSP1","Zambia","2020-2025","80--84",1,1,0.484,17,2020,2025
"SSP1","Zambia","2025-2030","80--84",1,1,0.497,17,2025,2030
"SSP1","Zambia","2030-2035","80--84",1,1,0.512,17,2030,2035
"SSP1","Zambia","2035-2040","80--84",1,1,0.53,17,2035,2040
"SSP1","Zambia","2040-2045","80--84",1,1,0.55,17,2040,2045
"SSP1","Zambia","2045-2050","80--84",1,1,0.569,17,2045,2050
"SSP1","Zambia","2050-2055","80--84",1,1,0.585,17,2050,2055
"SSP1","Zambia","2055-2060","80--84",1,1,0.602,17,2055,2060
"SSP1","Zambia","2060-2065","80--84",1,1,0.444,17,2060,2065
"SSP1","Zambia","2065-2070","80--84",1,1,0.447,17,2065,2070
"SSP1","Zambia","2070-2075","80--84",1,1,0.449,17,2070,2075
"SSP1","Zambia","2015-2020","85--89",1,1,0.286,18,2015,2020
"SSP1","Zambia","2020-2025","85--89",1,1,0.327,18,2020,2025
"SSP1","Zambia","2025-2030","85--89",1,1,0.342,18,2025,2030
"SSP1","Zambia","2030-2035","85--89",1,1,0.357,18,2030,2035
"SSP1","Zambia","2035-2040","85--89",1,1,0.375,18,2035,2040
"SSP1","Zambia","2040-2045","85--89",1,1,0.397,18,2040,2045
"SSP1","Zambia","2045-2050","85--89",1,1,0.418,18,2045,2050
"SSP1","Zambia","2050-2055","85--89",1,1,0.437,18,2050,2055
"SSP1","Zambia","2055-2060","85--89",1,1,0.456,18,2055,2060
"SSP1","Zambia","2060-2065","85--89",1,1,0.29,18,2060,2065
"SSP1","Zambia","2065-2070","85--89",1,1,0.293,18,2065,2070
"SSP1","Zambia","2070-2075","85--89",1,1,0.296,18,2070,2075
"SSP1","Zambia","2015-2020","90--94",1,1,0.16,19,2015,2020
"SSP1","Zambia","2020-2025","90--94",1,1,0.19,19,2020,2025
"SSP1","Zambia","2025-2030","90--94",1,1,0.201,19,2025,2030
"SSP1","Zambia","2030-2035","90--94",1,1,0.213,19,2030,2035
"SSP1","Zambia","2035-2040","90--94",1,1,0.229,19,2035,2040
"SSP1","Zambia","2040-2045","90--94",1,1,0.248,19,2040,2045
"SSP1","Zambia","2045-2050","90--94",1,1,0.267,19,2045,2050
"SSP1","Zambia","2050-2055","90--94",1,1,0.287,19,2050,2055
"SSP1","Zambia","2055-2060","90--94",1,1,0.305,19,2055,2060
"SSP1","Zambia","2060-2065","90--94",1,1,0.163,19,2060,2065
"SSP1","Zambia","2065-2070","90--94",1,1,0.165,19,2065,2070
"SSP1","Zambia","2070-2075","90--94",1,1,0.167,19,2070,2075
"SSP1","Zambia","2015-2020","95+",1,1,0.084,20,2015,2020
"SSP1","Zambia","2020-2025","95+",1,1,0.098,20,2020,2025
"SSP1","Zambia","2025-2030","95+",1,1,0.105,20,2025,2030
"SSP1","Zambia","2030-2035","95+",1,1,0.112,20,2030,2035
"SSP1","Zambia","2035-2040","95+",1,1,0.121,20,2035,2040
"SSP1","Zambia","2040-2045","95+",1,1,0.134,20,2040,2045
"SSP1","Zambia","2045-2050","95+",1,1,0.147,20,2045,2050
"SSP1","Zambia","2050-2055","95+",1,1,0.162,20,2050,2055
"SSP1","Zambia","2055-2060","95+",1,1,0.176,20,2055,2060
"SSP1","Zambia","2060-2065","95+",1,1,0.085,20,2060,2065
"SSP1","Zambia","2065-2070","95+",1,1,0.086,20,2065,2070
"SSP1","Zambia","2070-2075","95+",1,1,0.087,20,2070,2075
"SSP1","Zambia","2015-2020","Newborn",2,1,0.944,0,2015,2020
"SSP1","Zambia","2020-2025","Newborn",2,1,0.969,0,2020,2025
"SSP1","Zambia","2025-2030","Newborn",2,1,0.971,0,2025,2030
"SSP1","Zambia","2030-2035","Newborn",2,1,0.973,0,2030,2035
"SSP1","Zambia","2035-2040","Newborn",2,1,0.974,0,2035,2040
"SSP1","Zambia","2040-2045","Newborn",2,1,0.976,0,2040,2045
"SSP1","Zambia","2045-2050","Newborn",2,1,0.978,0,2045,2050
"SSP1","Zambia","2050-2055","Newborn",2,1,0.981,0,2050,2055
"SSP1","Zambia","2055-2060","Newborn",2,1,0.983,0,2055,2060
"SSP1","Zambia","2060-2065","Newborn",2,1,0.949,0,2060,2065
"SSP1","Zambia","2065-2070","Newborn",2,1,0.952,0,2065,2070
"SSP1","Zambia","2070-2075","Newborn",2,1,0.955,0,2070,2075
"SSP1","Zambia","2015-2020","0--4",2,1,0.985,1,2015,2020
"SSP1","Zambia","2020-2025","0--4",2,1,0.993,1,2020,2025
"SSP1","Zambia","2025-2030","0--4",2,1,0.994,1,2025,2030
"SSP1","Zambia","2030-2035","0--4",2,1,0.994,1,2030,2035
"SSP1","Zambia","2035-2040","0--4",2,1,0.994,1,2035,2040
"SSP1","Zambia","2040-2045","0--4",2,1,0.995,1,2040,2045
"SSP1","Zambia","2045-2050","0--4",2,1,0.995,1,2045,2050
"SSP1","Zambia","2050-2055","0--4",2,1,0.995,1,2050,2055
"SSP1","Zambia","2055-2060","0--4",2,1,0.996,1,2055,2060
"SSP1","Zambia","2060-2065","0--4",2,1,0.985,1,2060,2065
"SSP1","Zambia","2065-2070","0--4",2,1,0.987,1,2065,2070
"SSP1","Zambia","2070-2075","0--4",2,1,0.988,1,2070,2075
"SSP1","Zambia","2015-2020","5--9",2,1,0.992,2,2015,2020
"SSP1","Zambia","2020-2025","5--9",2,1,0.997,2,2020,2025
"SSP1","Zambia","2025-2030","5--9",2,1,0.997,2,2025,2030
"SSP1","Zambia","2030-2035","5--9",2,1,0.997,2,2030,2035
"SSP1","Zambia","2035-2040","5--9",2,1,0.997,2,2035,2040
"SSP1","Zambia","2040-2045","5--9",2,1,0.997,2,2040,2045
"SSP1","Zambia","2045-2050","5--9",2,1,0.998,2,2045,2050
"SSP1","Zambia","2050-2055","5--9",2,1,0.998,2,2050,2055
"SSP1","Zambia","2055-2060","5--9",2,1,0.998,2,2055,2060
"SSP1","Zambia","2060-2065","5--9",2,1,0.994,2,2060,2065
"SSP1","Zambia","2065-2070","5--9",2,1,0.994,2,2065,2070
"SSP1","Zambia","2070-2075","5--9",2,1,0.994,2,2070,2075
"SSP1","Zambia","2015-2020","10--14",2,1,0.992,3,2015,2020
"SSP1","Zambia","2020-2025","10--14",2,1,0.996,3,2020,2025
"SSP1","Zambia","2025-2030","10--14",2,1,0.996,3,2025,2030
"SSP1","Zambia","2030-2035","10--14",2,1,0.997,3,2030,2035
"SSP1","Zambia","2035-2040","10--14",2,1,0.997,3,2035,2040
"SSP1","Zambia","2040-2045","10--14",2,1,0.997,3,2040,2045
"SSP1","Zambia","2045-2050","10--14",2,1,0.997,3,2045,2050
"SSP1","Zambia","2050-2055","10--14",2,1,0.998,3,2050,2055
"SSP1","Zambia","2055-2060","10--14",2,1,0.998,3,2055,2060
"SSP1","Zambia","2060-2065","10--14",2,1,0.993,3,2060,2065
"SSP1","Zambia","2065-2070","10--14",2,1,0.994,3,2065,2070
"SSP1","Zambia","2070-2075","10--14",2,1,0.994,3,2070,2075
"SSP1","Zambia","2015-2020","15--19",2,1,0.987,4,2015,2020
"SSP1","Zambia","2020-2025","15--19",2,1,0.994,4,2020,2025
"SSP1","Zambia","2025-2030","15--19",2,1,0.995,4,2025,2030
"SSP1","Zambia","2030-2035","15--19",2,1,0.995,4,2030,2035
"SSP1","Zambia","2035-2040","15--19",2,1,0.996,4,2035,2040
"SSP1","Zambia","2040-2045","15--19",2,1,0.996,4,2040,2045
"SSP1","Zambia","2045-2050","15--19",2,1,0.996,4,2045,2050
"SSP1","Zambia","2050-2055","15--19",2,1,0.997,4,2050,2055
"SSP1","Zambia","2055-2060","15--19",2,1,0.997,4,2055,2060
"SSP1","Zambia","2060-2065","15--19",2,1,0.988,4,2060,2065
"SSP1","Zambia","2065-2070","15--19",2,1,0.989,4,2065,2070
"SSP1","Zambia","2070-2075","15--19",2,1,0.99,4,2070,2075
"SSP1","Zambia","2015-2020","20--24",2,1,0.982,5,2015,2020
"SSP1","Zambia","2020-2025","20--24",2,1,0.992,5,2020,2025
"SSP1","Zambia","2025-2030","20--24",2,1,0.992,5,2025,2030
"SSP1","Zambia","2030-2035","20--24",2,1,0.993,5,2030,2035
"SSP1","Zambia","2035-2040","20--24",2,1,0.994,5,2035,2040
"SSP1","Zambia","2040-2045","20--24",2,1,0.994,5,2040,2045
"SSP1","Zambia","2045-2050","20--24",2,1,0.995,5,2045,2050
"SSP1","Zambia","2050-2055","20--24",2,1,0.996,5,2050,2055
"SSP1","Zambia","2055-2060","20--24",2,1,0.996,5,2055,2060
"SSP1","Zambia","2060-2065","20--24",2,1,0.983,5,2060,2065
"SSP1","Zambia","2065-2070","20--24",2,1,0.984,5,2065,2070
"SSP1","Zambia","2070-2075","20--24",2,1,0.985,5,2070,2075
"SSP1","Zambia","2015-2020","25--29",2,1,0.978,6,2015,2020
"SSP1","Zambia","2020-2025","25--29",2,1,0.99,6,2020,2025
"SSP1","Zambia","2025-2030","25--29",2,1,0.991,6,2025,2030
"SSP1","Zambia","2030-2035","25--29",2,1,0.991,6,2030,2035
"SSP1","Zambia","2035-2040","25--29",2,1,0.992,6,2035,2040
"SSP1","Zambia","2040-2045","25--29",2,1,0.993,6,2040,2045
"SSP1","Zambia","2045-2050","25--29",2,1,0.994,6,2045,2050
"SSP1","Zambia","2050-2055","25--29",2,1,0.995,6,2050,2055
"SSP1","Zambia","2055-2060","25--29",2,1,0.995,6,2055,2060
"SSP1","Zambia","2060-2065","25--29",2,1,0.979,6,2060,2065
"SSP1","Zambia","2065-2070","25--29",2,1,0.98,6,2065,2070
"SSP1","Zambia","2070-2075","25--29",2,1,0.982,6,2070,2075
"SSP1","Zambia","2015-2020","30--34",2,1,0.972,7,2015,2020
"SSP1","Zambia","2020-2025","30--34",2,1,0.987,7,2020,2025
"SSP1","Zambia","2025-2030","30--34",2,1,0.989,7,2025,2030
"SSP1","Zambia","2030-2035","30--34",2,1,0.99,7,2030,2035
"SSP1","Zambia","2035-2040","30--34",2,1,0.991,7,2035,2040
"SSP1","Zambia","2040-2045","30--34",2,1,0.991,7,2040,2045
"SSP1","Zambia","2045-2050","30--34",2,1,0.992,7,2045,2050
"SSP1","Zambia","2050-2055","30--34",2,1,0.993,7,2050,2055
"SSP1","Zambia","2055-2060","30--34",2,1,0.994,7,2055,2060
"SSP1","Zambia","2060-2065","30--34",2,1,0.974,7,2060,2065
"SSP1","Zambia","2065-2070","30--34",2,1,0.976,7,2065,2070
"SSP1","Zambia","2070-2075","30--34",2,1,0.978,7,2070,2075
"SSP1","Zambia","2015-2020","35--39",2,1,0.966,8,2015,2020
"SSP1","Zambia","2020-2025","35--39",2,1,0.984,8,2020,2025
"SSP1","Zambia","2025-2030","35--39",2,1,0.985,8,2025,2030
"SSP1","Zambia","2030-2035","35--39",2,1,0.986,8,2030,2035
"SSP1","Zambia","2035-2040","35--39",2,1,0.988,8,2035,2040
"SSP1","Zambia","2040-2045","35--39",2,1,0.989,8,2040,2045
"SSP1","Zambia","2045-2050","35--39",2,1,0.99,8,2045,2050
"SSP1","Zambia","2050-2055","35--39",2,1,0.992,8,2050,2055
"SSP1","Zambia","2055-2060","35--39",2,1,0.993,8,2055,2060
"SSP1","Zambia","2060-2065","35--39",2,1,0.967,8,2060,2065
"SSP1","Zambia","2065-2070","35--39",2,1,0.97,8,2065,2070
"SSP1","Zambia","2070-2075","35--39",2,1,0.972,8,2070,2075
"SSP1","Zambia","2015-2020","40--44",2,1,0.96,9,2015,2020
"SSP1","Zambia","2020-2025","40--44",2,1,0.979,9,2020,2025
"SSP1","Zambia","2025-2030","40--44",2,1,0.981,9,2025,2030
"SSP1","Zambia","2030-2035","40--44",2,1,0.982,9,2030,2035
"SSP1","Zambia","2035-2040","40--44",2,1,0.984,9,2035,2040
"SSP1","Zambia","2040-2045","40--44",2,1,0.986,9,2040,2045
"SSP1","Zambia","2045-2050","40--44",2,1,0.987,9,2045,2050
"SSP1","Zambia","2050-2055","40--44",2,1,0.989,9,2050,2055
"SSP1","Zambia","2055-2060","40--44",2,1,0.99,9,2055,2060
"SSP1","Zambia","2060-2065","40--44",2,1,0.961,9,2060,2065
"SSP1","Zambia","2065-2070","40--44",2,1,0.963,9,2065,2070
"SSP1","Zambia","2070-2075","40--44",2,1,0.966,9,2070,2075
"SSP1","Zambia","2015-2020","45--49",2,1,0.953,10,2015,2020
"SSP1","Zambia","2020-2025","45--49",2,1,0.972,10,2020,2025
"SSP1","Zambia","2025-2030","45--49",2,1,0.974,10,2025,2030
"SSP1","Zambia","2030-2035","45--49",2,1,0.977,10,2030,2035
"SSP1","Zambia","2035-2040","45--49",2,1,0.979,10,2035,2040
"SSP1","Zambia","2040-2045","45--49",2,1,0.981,10,2040,2045
"SSP1","Zambia","2045-2050","45--49",2,1,0.983,10,2045,2050
"SSP1","Zambia","2050-2055","45--49",2,1,0.985,10,2050,2055
"SSP1","Zambia","2055-2060","45--49",2,1,0.986,10,2055,2060
"SSP1","Zambia","2060-2065","45--49",2,1,0.954,10,2060,2065
"SSP1","Zambia","2065-2070","45--49",2,1,0.955,10,2065,2070
"SSP1","Zambia","2070-2075","45--49",2,1,0.957,10,2070,2075
"SSP1","Zambia","2015-2020","50--54",2,1,0.943,11,2015,2020
"SSP1","Zambia","2020-2025","50--54",2,1,0.963,11,2020,2025
"SSP1","Zambia","2025-2030","50--54",2,1,0.966,11,2025,2030
"SSP1","Zambia","2030-2035","50--54",2,1,0.969,11,2030,2035
"SSP1","Zambia","2035-2040","50--54",2,1,0.971,11,2035,2040
"SSP1","Zambia","2040-2045","50--54",2,1,0.974,11,2040,2045
"SSP1","Zambia","2045-2050","50--54",2,1,0.976,11,2045,2050
"SSP1","Zambia","2050-2055","50--54",2,1,0.979,11,2050,2055
"SSP1","Zambia","2055-2060","50--54",2,1,0.981,11,2055,2060
"SSP1","Zambia","2060-2065","50--54",2,1,0.943,11,2060,2065
"SSP1","Zambia","2065-2070","50--54",2,1,0.945,11,2065,2070
"SSP1","Zambia","2070-2075","50--54",2,1,0.946,11,2070,2075
"SSP1","Zambia","2015-2020","55--59",2,1,0.926,12,2015,2020
"SSP1","Zambia","2020-2025","55--59",2,1,0.949,12,2020,2025
"SSP1","Zambia","2025-2030","55--59",2,1,0.953,12,2025,2030
"SSP1","Zambia","2030-2035","55--59",2,1,0.957,12,2030,2035
"SSP1","Zambia","2035-2040","55--59",2,1,0.96,12,2035,2040
"SSP1","Zambia","2040-2045","55--59",2,1,0.964,12,2040,2045
"SSP1","Zambia","2045-2050","55--59",2,1,0.967,12,2045,2050
"SSP1","Zambia","2050-2055","55--59",2,1,0.969,12,2050,2055
"SSP1","Zambia","2055-2060","55--59",2,1,0.972,12,2055,2060
"SSP1","Zambia","2060-2065","55--59",2,1,0.927,12,2060,2065
"SSP1","Zambia","2065-2070","55--59",2,1,0.928,12,2065,2070
"SSP1","Zambia","2070-2075","55--59",2,1,0.93,12,2070,2075
"SSP1","Zambia","2015-2020","60--64",2,1,0.893,13,2015,2020
"SSP1","Zambia","2020-2025","60--64",2,1,0.922,13,2020,2025
"SSP1","Zambia","2025-2030","60--64",2,1,0.928,13,2025,2030
"SSP1","Zambia","2030-2035","60--64",2,1,0.933,13,2030,2035
"SSP1","Zambia","2035-2040","60--64",2,1,0.938,13,2035,2040
"SSP1","Zambia","2040-2045","60--64",2,1,0.943,13,2040,2045
"SSP1","Zambia","2045-2050","60--64",2,1,0.947,13,2045,2050
"SSP1","Zambia","2050-2055","60--64",2,1,0.951,13,2050,2055
"SSP1","Zambia","2055-2060","60--64",2,1,0.955,13,2055,2060
"SSP1","Zambia","2060-2065","60--64",2,1,0.894,13,2060,2065
"SSP1","Zambia","2065-2070","60--64",2,1,0.896,13,2065,2070
"SSP1","Zambia","2070-2075","60--64",2,1,0.899,13,2070,2075
"SSP1","Zambia","2015-2020","65--69",2,1,0.839,14,2015,2020
"SSP1","Zambia","2020-2025","65--69",2,1,0.878,14,2020,2025
"SSP1","Zambia","2025-2030","65--69",2,1,0.885,14,2025,2030
"SSP1","Zambia","2030-2035","65--69",2,1,0.893,14,2030,2035
"SSP1","Zambia","2035-2040","65--69",2,1,0.9,14,2035,2040
"SSP1","Zambia","2040-2045","65--69",2,1,0.907,14,2040,2045
"SSP1","Zambia","2045-2050","65--69",2,1,0.913,14,2045,2050
"SSP1","Zambia","2050-2055","65--69",2,1,0.918,14,2050,2055
"SSP1","Zambia","2055-2060","65--69",2,1,0.925,14,2055,2060
"SSP1","Zambia","2060-2065","65--69",2,1,0.84,14,2060,2065
"SSP1","Zambia","2065-2070","65--69",2,1,0.843,14,2065,2070
"SSP1","Zambia","2070-2075","65--69",2,1,0.847,14,2070,2075
"SSP1","Zambia","2015-2020","70--74",2,1,0.756,15,2015,2020
"SSP1","Zambia","2020-2025","70--74",2,1,0.809,15,2020,2025
"SSP1","Zambia","2025-2030","70--74",2,1,0.82,15,2025,2030
"SSP1","Zambia","2030-2035","70--74",2,1,0.83,15,2030,2035
"SSP1","Zambia","2035-2040","70--74",2,1,0.84,15,2035,2040
"SSP1","Zambia","2040-2045","70--74",2,1,0.849,15,2040,2045
"SSP1","Zambia","2045-2050","70--74",2,1,0.859,15,2045,2050
"SSP1","Zambia","2050-2055","70--74",2,1,0.865,15,2050,2055
"SSP1","Zambia","2055-2060","70--74",2,1,0.875,15,2055,2060
"SSP1","Zambia","2060-2065","70--74",2,1,0.758,15,2060,2065
"SSP1","Zambia","2065-2070","70--74",2,1,0.761,15,2065,2070
"SSP1","Zambia","2070-2075","70--74",2,1,0.766,15,2070,2075
"SSP1","Zambia","2015-2020","75--79",2,1,0.635,16,2015,2020
"SSP1","Zambia","2020-2025","75--79",2,1,0.711,16,2020,2025
"SSP1","Zambia","2025-2030","75--79",2,1,0.725,16,2025,2030
"SSP1","Zambia","2030-2035","75--79",2,1,0.738,16,2030,2035
"SSP1","Zambia","2035-2040","75--79",2,1,0.751,16,2035,2040
"SSP1","Zambia","2040-2045","75--79",2,1,0.764,16,2040,2045
"SSP1","Zambia","2045-2050","75--79",2,1,0.777,16,2045,2050
"SSP1","Zambia","2050-2055","75--79",2,1,0.784,16,2050,2055
"SSP1","Zambia","2055-2060","75--79",2,1,0.797,16,2055,2060
"SSP1","Zambia","2060-2065","75--79",2,1,0.638,16,2060,2065
"SSP1","Zambia","2065-2070","75--79",2,1,0.642,16,2065,2070
"SSP1","Zambia","2070-2075","75--79",2,1,0.647,16,2070,2075
"SSP1","Zambia","2015-2020","80--84",2,1,0.481,17,2015,2020
"SSP1","Zambia","2020-2025","80--84",2,1,0.578,17,2020,2025
"SSP1","Zambia","2025-2030","80--84",2,1,0.595,17,2025,2030
"SSP1","Zambia","2030-2035","80--84",2,1,0.612,17,2030,2035
"SSP1","Zambia","2035-2040","80--84",2,1,0.627,17,2035,2040
"SSP1","Zambia","2040-2045","80--84",2,1,0.644,17,2040,2045
"SSP1","Zambia","2045-2050","80--84",2,1,0.661,17,2045,2050
"SSP1","Zambia","2050-2055","80--84",2,1,0.673,17,2050,2055
"SSP1","Zambia","2055-2060","80--84",2,1,0.689,17,2055,2060
"SSP1","Zambia","2060-2065","80--84",2,1,0.485,17,2060,2065
"SSP1","Zambia","2065-2070","80--84",2,1,0.49,17,2065,2070
"SSP1","Zambia","2070-2075","80--84",2,1,0.495,17,2070,2075
"SSP1","Zambia","2015-2020","85--89",2,1,0.327,18,2015,2020
"SSP1","Zambia","2020-2025","85--89",2,1,0.423,18,2020,2025
"SSP1","Zambia","2025-2030","85--89",2,1,0.443,18,2025,2030
"SSP1","Zambia","2030-2035","85--89",2,1,0.462,18,2030,2035
"SSP1","Zambia","2035-2040","85--89",2,1,0.481,18,2035,2040
"SSP1","Zambia","2040-2045","85--89",2,1,0.501,18,2040,2045
"SSP1","Zambia","2045-2050","85--89",2,1,0.52,18,2045,2050
"SSP1","Zambia","2050-2055","85--89",2,1,0.533,18,2050,2055
"SSP1","Zambia","2055-2060","85--89",2,1,0.553,18,2055,2060
"SSP1","Zambia","2060-2065","85--89",2,1,0.33,18,2060,2065
"SSP1","Zambia","2065-2070","85--89",2,1,0.334,18,2065,2070
"SSP1","Zambia","2070-2075","85--89",2,1,0.34,18,2070,2075
"SSP1","Zambia","2015-2020","90--94",2,1,0.198,19,2015,2020
"SSP1","Zambia","2020-2025","90--94",2,1,0.275,19,2020,2025
"SSP1","Zambia","2025-2030","90--94",2,1,0.294,19,2025,2030
"SSP1","Zambia","2030-2035","90--94",2,1,0.313,19,2030,2035
"SSP1","Zambia","2035-2040","90--94",2,1,0.331,19,2035,2040
"SSP1","Zambia","2040-2045","90--94",2,1,0.352,19,2040,2045
"SSP1","Zambia","2045-2050","90--94",2,1,0.372,19,2045,2050
"SSP1","Zambia","2050-2055","90--94",2,1,0.38,19,2050,2055
"SSP1","Zambia","2055-2060","90--94",2,1,0.4,19,2055,2060
"SSP1","Zambia","2060-2065","90--94",2,1,0.199,19,2060,2065
"SSP1","Zambia","2065-2070","90--94",2,1,0.202,19,2065,2070
"SSP1","Zambia","2070-2075","90--94",2,1,0.206,19,2070,2075
"SSP1","Zambia","2015-2020","95+",2,1,0.106,20,2015,2020
"SSP1","Zambia","2020-2025","95+",2,1,0.152,20,2020,2025
"SSP1","Zambia","2025-2030","95+",2,1,0.165,20,2025,2030
"SSP1","Zambia","2030-2035","95+",2,1,0.179,20,2030,2035
"SSP1","Zambia","2035-2040","95+",2,1,0.193,20,2035,2040
"SSP1","Zambia","2040-2045","95+",2,1,0.209,20,2040,2045
"SSP1","Zambia","2045-2050","95+",2,1,0.226,20,2045,2050
"SSP1","Zambia","2050-2055","95+",2,1,0.233,20,2050,2055
"SSP1","Zambia","2055-2060","95+",2,1,0.249,20,2055,2060
"SSP1","Zambia","2060-2065","95+",2,1,0.106,20,2060,2065
"SSP1","Zambia","2065-2070","95+",2,1,0.108,20,2065,2070
"SSP1","Zambia","2070-2075","95+",2,1,0.11,20,2070,2075
